Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::size() const
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::c_str() const
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::compare(char const*) const
  0.00      0.00     0.00        1     0.00     0.00  std::function<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (std::vector<std::complex<double>, std::allocator<std::complex<double> > >)>::operator()(std::vector<std::complex<double>, std::allocator<std::complex<double> > >) const
  0.00      0.00     0.00        1     0.00     0.00  std::_Any_data::_M_access() const
  0.00      0.00     0.00        1     0.00     0.00  std::vector<std::complex<double>, std::allocator<std::complex<double> > > (* const&std::_Any_data::_M_access<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (*)(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&)>() const)(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&)
  0.00      0.00     0.00        1     0.00     0.00  std::char_traits<char>::compare(char const*, char const*, unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::random_device::random_device()
  0.00      0.00     0.00        1     0.00     0.00  std::random_device::~random_device()
  0.00      0.00     0.00        1     0.00     0.00  std::random_device::operator()()
  0.00      0.00     0.00        1     0.00     0.00  std::_Function_base::_Base_manager<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (*)(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&)>::_M_destroy(std::_Any_data&, std::integral_constant<bool, true>)
  0.00      0.00     0.00        1     0.00     0.00  std::_Function_base::_Base_manager<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (*)(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&)>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)
  0.00      0.00     0.00        1     0.00     0.00  std::_Function_base::_Base_manager<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (*)(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&)>::_M_get_pointer(std::_Any_data const&)
  0.00      0.00     0.00        1     0.00     0.00  void std::_Function_base::_Base_manager<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (*)(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&)>::_M_init_functor<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (&)(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&)>(std::_Any_data&, std::vector<std::complex<double>, std::allocator<std::complex<double> > > (&)(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&))
  0.00      0.00     0.00        1     0.00     0.00  bool std::_Function_base::_Base_manager<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (*)(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&)>::_M_not_empty_function<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&)>(std::vector<std::complex<double>, std::allocator<std::complex<double> > > (*)(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&))
  0.00      0.00     0.00        1     0.00     0.00  void std::_Function_base::_Base_manager<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (*)(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&)>::_M_create<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (&)(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&)>(std::_Any_data&, std::vector<std::complex<double>, std::allocator<std::complex<double> > > (&)(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&), std::integral_constant<bool, true>)
  0.00      0.00     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<std::complex<double> > >::select_on_container_copy_construction(std::allocator<std::complex<double> > const&)
  0.00      0.00     0.00        1     0.00     0.00  std::_Function_handler<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (std::vector<std::complex<double>, std::allocator<std::complex<double> > >), std::vector<std::complex<double>, std::allocator<std::complex<double> > > (*)(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&)>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)
  0.00      0.00     0.00        1     0.00     0.00  std::_Function_handler<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (std::vector<std::complex<double>, std::allocator<std::complex<double> > >), std::vector<std::complex<double>, std::allocator<std::complex<double> > > (*)(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&)>::_M_invoke(std::_Any_data const&, std::vector<std::complex<double>, std::allocator<std::complex<double> > >&&)
  0.00      0.00     0.00        1     0.00     0.00  std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::uniform_real_distribution<double>::param_type::param_type(double, double)
  0.00      0.00     0.00        1     0.00     0.00  std::uniform_real_distribution<double>::uniform_real_distribution(double, double)
  0.00      0.00     0.00        1     0.00     0.00  std::vector<std::complex<double>, std::allocator<std::complex<double> > >::vector(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&)
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_compare(unsigned long, unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::stoi(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long*, int)
  0.00      0.00     0.00        1     0.00     0.00  std::function<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (std::vector<std::complex<double>, std::allocator<std::complex<double> > >)>::swap(std::function<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (std::vector<std::complex<double>, std::allocator<std::complex<double> > >)>&)
  0.00      0.00     0.00        1     0.00     0.00  std::function<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (std::vector<std::complex<double>, std::allocator<std::complex<double> > >)>::function()
  0.00      0.00     0.00        1     0.00     0.00  std::function<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (std::vector<std::complex<double>, std::allocator<std::complex<double> > >)>::function<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (&)(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&), void>(std::vector<std::complex<double>, std::allocator<std::complex<double> > > (&)(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&))
  0.00      0.00     0.00        1     0.00     0.00  std::enable_if<std::function<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (std::vector<std::complex<double>, std::allocator<std::complex<double> > >)>::_Callable<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (&)(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&), std::enable_if<!std::is_same<std::remove_cv<std::remove_reference<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (&)(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&)>::type>::type, std::function<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (std::vector<std::complex<double>, std::allocator<std::complex<double> > >)> >::value, std::decay<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (&)(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&)> >::type::type, std::__invoke_result<std::enable_if<!std::is_same<std::remove_cv<std::remove_reference<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (&)(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&)>::type>::type, std::function<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (std::vector<std::complex<double>, std::allocator<std::complex<double> > >)> >::value, std::decay<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (&)(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&)> >::type::type&, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >::value, std::function<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (std::vector<std::complex<double>, std::allocator<std::complex<double> > >)>&>::type std::function<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (std::vector<std::complex<double>, std::allocator<std::complex<double> > >)>::operator=<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (&)(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&)>(std::vector<std::complex<double>, std::allocator<std::complex<double> > > (&)(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&))
  0.00      0.00     0.00        1     0.00     0.00  std::vector<std::complex<double>, std::allocator<std::complex<double> > > (*&std::_Any_data::_M_access<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (*)(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&)>())(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&)
  0.00      0.00     0.00        1     0.00     0.00  std::enable_if<is_invocable_r_v<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::vector<std::complex<double>, std::allocator<std::complex<double> > > (*&)(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&), std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >::type std::__invoke_r<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::vector<std::complex<double>, std::allocator<std::complex<double> > > (*&)(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&), std::vector<std::complex<double>, std::allocator<std::complex<double> > > >(std::vector<std::complex<double>, std::allocator<std::complex<double> > > (*&)(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&), std::vector<std::complex<double>, std::allocator<std::complex<double> > >&&)
  0.00      0.00     0.00        1     0.00     0.00  std::vector<std::complex<double>, std::allocator<std::complex<double> > > (* const*std::__addressof<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (* const)(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&)>(std::vector<std::complex<double>, std::allocator<std::complex<double> > > (* const&)(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&)))(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&)
  0.00      0.00     0.00        1     0.00     0.00  std::vector<std::complex<double>, std::allocator<std::complex<double> > > std::__invoke_impl<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::vector<std::complex<double>, std::allocator<std::complex<double> > > (*&)(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&), std::vector<std::complex<double>, std::allocator<std::complex<double> > > >(std::__invoke_other, std::vector<std::complex<double>, std::allocator<std::complex<double> > > (*&)(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&), std::vector<std::complex<double>, std::allocator<std::complex<double> > >&&)
  0.00      0.00     0.00        1     0.00     0.00  std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (*)(std::_Any_data const&, std::vector<std::complex<double>, std::allocator<std::complex<double> > >&&)> >, std::is_move_constructible<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (*)(std::_Any_data const&, std::vector<std::complex<double>, std::allocator<std::complex<double> > >&&)>, std::is_move_assignable<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (*)(std::_Any_data const&, std::vector<std::complex<double>, std::allocator<std::complex<double> > >&&)> >::value, void>::type std::swap<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (*)(std::_Any_data const&, std::vector<std::complex<double>, std::allocator<std::complex<double> > >&&)>(std::vector<std::complex<double>, std::allocator<std::complex<double> > > (*&)(std::_Any_data const&, std::vector<std::complex<double>, std::allocator<std::complex<double> > >&&), std::vector<std::complex<double>, std::allocator<std::complex<double> > > (*&)(std::_Any_data const&, std::vector<std::complex<double>, std::allocator<std::complex<double> > >&&))
  0.00      0.00     0.00        1     0.00     0.00  std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<bool (*)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)> >, std::is_move_constructible<bool (*)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)>, std::is_move_assignable<bool (*)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)> >::value, void>::type std::swap<bool (*)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)>(bool (*&)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation), bool (*&)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation))
  0.00      0.00     0.00        1     0.00     0.00  std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<std::_Any_data> >, std::is_move_constructible<std::_Any_data>, std::is_move_assignable<std::_Any_data> >::value, void>::type std::swap<std::_Any_data>(std::_Any_data&, std::_Any_data&)
  0.00      0.00     0.00        1     0.00     0.00  void std::generate<__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, random_array(unsigned long)::{lambda()#1}>(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, random_array(unsigned long)::{lambda()#1})
  0.00      0.00     0.00        1     0.00     0.00  bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*)
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Range_chk::_S_chk(long, std::integral_constant<bool, true>)
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::_Save_errno()
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::~_Save_errno()

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2022 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) no time propagated

index % time    self  children    called     name
                0.00    0.00    7296/69504       std::complex<double> std::exp<double>(std::complex<double> const&) [35]
                0.00    0.00   15360/69504       std::complex<double>& std::complex<double>::operator+=<double>(std::complex<double> const&) [23]
                0.00    0.00   46848/69504       std::complex<double>& std::complex<double>::operator*=<double>(std::complex<double> const&) [11]
[8]      0.0    0.00    0.00   69504         std::complex<double>::__rep() const [8]
-----------------------------------------------
                0.00    0.00       1/50419       std::char_traits<char>::compare(char const*, char const*, unsigned long) [207]
                0.00    0.00       1/50419       std::uniform_real_distribution<double>::param_type::param_type(double, double) [222]
                0.00    0.00       3/50419       std::char_traits<char>::assign(char&, char const&) [168]
                0.00    0.00       3/50419       std::char_traits<char>::copy(char*, char const*, unsigned long) [167]
                0.00    0.00       4/50419       std::char_traits<char>::length(char const*) [162]
                0.00    0.00    1400/50419       std::allocator_traits<std::allocator<std::complex<double> > >::deallocate(std::allocator<std::complex<double> >&, std::complex<double>*, unsigned long) [80]
                0.00    0.00    1400/50419       std::allocator_traits<std::allocator<std::complex<double> > >::allocate(std::allocator<std::complex<double> >&, unsigned long) [81]
                0.00    0.00    1527/50419       void std::_Destroy<std::complex<double>*>(std::complex<double>*, std::complex<double>*) [69]
                0.00    0.00    3584/50419       void std::_Construct<std::complex<double>, std::complex<double>&>(std::complex<double>*, std::complex<double>&) [51]
                0.00    0.00    3584/50419       void std::_Construct<std::complex<double>, std::complex<double> >(std::complex<double>*, std::complex<double>&&) [52]
                0.00    0.00    8192/50419       void std::_Construct<std::complex<double>, std::complex<double> const&>(std::complex<double>*, std::complex<double> const&) [27]
                0.00    0.00   30720/50419       void std::_Construct<std::complex<double>>(std::complex<double>*) [17]
[9]      0.0    0.00    0.00   50419         std::__is_constant_evaluated() [9]
-----------------------------------------------
                0.00    0.00     762/47344       __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >::difference_type __gnu_cxx::operator-<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >(__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > const&, __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > const&) [109]
                0.00    0.00   46582/47344       bool __gnu_cxx::operator==<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >(__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > const&, __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > const&) [18]
[10]     0.0    0.00    0.00   47344         __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >::base() const [10]
-----------------------------------------------
                0.00    0.00   15360/46848       std::complex<double> std::operator*<double>(std::complex<double> const&, std::complex<double> const&) [24]
                0.00    0.00   31488/46848       std::complex<double> std::__complex_pow_unsigned<double>(std::complex<double>, unsigned int) [28]
[11]     0.0    0.00    0.00   46848         std::complex<double>& std::complex<double>::operator*=<double>(std::complex<double> const&) [11]
                0.00    0.00   46848/69504       std::complex<double>::__rep() const [8]
-----------------------------------------------
                0.00    0.00       1/46081       void std::_Function_base::_Base_manager<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (*)(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&)>::_M_create<std::vector<std::complex<double>, std::allocator<std::complex<double> > > (&)(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&)>(std::_Any_data&, std::vector<std::complex<double>, std::allocator<std::complex<double> > > (&)(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&), std::integral_constant<bool, true>) [216]
                0.00    0.00    3584/46081       void std::_Construct<std::complex<double>, std::complex<double>&>(std::complex<double>*, std::complex<double>&) [51]
                0.00    0.00    3584/46081       void std::_Construct<std::complex<double>, std::complex<double> >(std::complex<double>*, std::complex<double>&&) [52]
                0.00    0.00    8192/46081       void std::_Construct<std::complex<double>, std::complex<double> const&>(std::complex<double>*, std::complex<double> const&) [27]
                0.00    0.00   30720/46081       void std::_Construct<std::complex<double>>(std::complex<double>*) [17]
[12]     0.0    0.00    0.00   46081         operator new(unsigned long, void*) [12]
-----------------------------------------------
                0.00    0.00    3584/46080       std::complex<double>* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double>*>(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double>*) [151]
                0.00    0.00    3584/46080       std::complex<double>* std::__do_uninit_copy<std::move_iterator<std::complex<double>*>, std::complex<double>*>(std::move_iterator<std::complex<double>*>, std::move_iterator<std::complex<double>*>, std::complex<double>*) [126]
                0.00    0.00    8192/46080       std::complex<double>* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double>*>(__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double>*) [113]
                0.00    0.00   30720/46080       std::complex<double>* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::complex<double>*, unsigned long>(std::complex<double>*, unsigned long) [92]
[13]     0.0    0.00    0.00   46080         std::complex<double>* std::__addressof<std::complex<double> >(std::complex<double>&) [13]
-----------------------------------------------
                0.00    0.00    1024/37888       random_array(unsigned long)::{lambda()#1}::operator()() const [89]
                0.00    0.00    6144/37888       std::complex<double> std::__complex_pow_unsigned<double>(std::complex<double>, unsigned int) [28]
                0.00    0.00   30720/37888       void std::_Construct<std::complex<double>>(std::complex<double>*) [17]
[14]     0.0    0.00    0.00   37888         std::complex<double>::complex(double, double) [14]
-----------------------------------------------
                0.00    0.00    8192/36864       std::complex<double>* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double>*>(__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double>*) [113]
                0.00    0.00   14336/36864       __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > std::transform<__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::multiplies<std::complex<double> > >(__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::multiplies<std::complex<double> >) [133]
                0.00    0.00   14336/36864       __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > std::transform<__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::plus<std::complex<double> > >(__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::plus<std::complex<double> >) [134]
[15]     0.0    0.00    0.00   36864         __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >::operator++() [15]
-----------------------------------------------
                0.00    0.00    8192/36864       std::complex<double>* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double>*>(__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double>*) [113]
                0.00    0.00   14336/36864       __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > std::transform<__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::multiplies<std::complex<double> > >(__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::multiplies<std::complex<double> >) [133]
                0.00    0.00   14336/36864       __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > std::transform<__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::plus<std::complex<double> > >(__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::plus<std::complex<double> >) [134]
[16]     0.0    0.00    0.00   36864         __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >::operator*() const [16]
-----------------------------------------------
                0.00    0.00   30720/30720       std::complex<double>* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::complex<double>*, unsigned long>(std::complex<double>*, unsigned long) [92]
[17]     0.0    0.00    0.00   30720         void std::_Construct<std::complex<double>>(std::complex<double>*) [17]
                0.00    0.00   30720/50419       std::__is_constant_evaluated() [9]
                0.00    0.00   30720/46081       operator new(unsigned long, void*) [12]
                0.00    0.00   30720/37888       std::complex<double>::complex(double, double) [14]
-----------------------------------------------
