Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
[123]    0.0    0.00    0.00     254         void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_range_initialize<__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >(__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::forward_iterator_tag) [123]
                0.00    0.00     508/3435        std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_M_get_Tp_allocator() [55]
                0.00    0.00     254/254         std::iterator_traits<__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >::difference_type std::distance<__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >(__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >) [132]
                0.00    0.00     254/1400        std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_M_allocate(unsigned long) [75]
                0.00    0.00     254/1272        std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_S_check_init_len(unsigned long, std::allocator<std::complex<double> > const&) [88]
                0.00    0.00     254/255         std::complex<double>* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double>*, std::complex<double> >(__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::complex<double>*, std::allocator<std::complex<double> >&) [115]
-----------------------------------------------
                0.00    0.00     254/254         std::vector<std::complex<double>, std::allocator<std::complex<double> > > slice_vector<std::complex<double> >(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&, int, int) [118]
[124]    0.0    0.00    0.00     254         std::vector<std::complex<double>, std::allocator<std::complex<double> > >::vector<__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, void>(__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::allocator<std::complex<double> > const&) [124]
                0.00    0.00     254/254         std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_base(std::allocator<std::complex<double> > const&) [121]
                0.00    0.00     254/508         std::iterator_traits<__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >(__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > const&) [106]
                0.00    0.00     254/254         void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_range_initialize<__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >(__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::forward_iterator_tag) [123]
-----------------------------------------------
                0.00    0.00     254/254         std::iterator_traits<__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >::difference_type std::distance<__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >(__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >) [132]
[125]    0.0    0.00    0.00     254         std::iterator_traits<__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >::difference_type std::__distance<__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >(__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::random_access_iterator_tag) [125]
                0.00    0.00     254/381         __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >::difference_type __gnu_cxx::operator-<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >(__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > const&, __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > const&) [109]
-----------------------------------------------
                0.00    0.00     254/254         std::complex<double>* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::complex<double>*>, std::complex<double>*>(std::move_iterator<std::complex<double>*>, std::move_iterator<std::complex<double>*>, std::complex<double>*) [122]
[126]    0.0    0.00    0.00     254         std::complex<double>* std::__do_uninit_copy<std::move_iterator<std::complex<double>*>, std::complex<double>*>(std::move_iterator<std::complex<double>*>, std::move_iterator<std::complex<double>*>, std::complex<double>*) [126]
                0.00    0.00    3838/3838        bool std::operator==<std::complex<double>*>(std::move_iterator<std::complex<double>*> const&, std::move_iterator<std::complex<double>*> const&) [47]
                0.00    0.00    3584/3584        std::move_iterator<std::complex<double>*>::operator*() const [48]
                0.00    0.00    3584/46080       std::complex<double>* std::__addressof<std::complex<double> >(std::complex<double>&) [13]
                0.00    0.00    3584/3584        void std::_Construct<std::complex<double>, std::complex<double> >(std::complex<double>*, std::complex<double>&&) [52]
                0.00    0.00    3584/3584        std::move_iterator<std::complex<double>*>::operator++() [50]
-----------------------------------------------
                0.00    0.00     254/254         std::complex<double>* std::__uninitialized_copy_a<std::move_iterator<std::complex<double>*>, std::complex<double>*, std::complex<double> >(std::move_iterator<std::complex<double>*>, std::move_iterator<std::complex<double>*>, std::complex<double>*, std::allocator<std::complex<double> >&) [129]
[127]    0.0    0.00    0.00     254         std::complex<double>* std::uninitialized_copy<std::move_iterator<std::complex<double>*>, std::complex<double>*>(std::move_iterator<std::complex<double>*>, std::move_iterator<std::complex<double>*>, std::complex<double>*) [127]
                0.00    0.00     254/254         std::complex<double>* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::complex<double>*>, std::complex<double>*>(std::move_iterator<std::complex<double>*>, std::move_iterator<std::complex<double>*>, std::complex<double>*) [122]
-----------------------------------------------
                0.00    0.00     127/254         void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_insert_dispatch<__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::__false_type) [147]
                0.00    0.00     127/254         std::iterator_traits<__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >::difference_type std::distance<__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >) [155]
[128]    0.0    0.00    0.00     254         std::iterator_traits<__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > const&) [128]
-----------------------------------------------
                0.00    0.00     254/254         std::complex<double>* std::__uninitialized_move_if_noexcept_a<std::complex<double>*, std::complex<double>*, std::allocator<std::complex<double> > >(std::complex<double>*, std::complex<double>*, std::complex<double>*, std::allocator<std::complex<double> >&) [130]
[129]    0.0    0.00    0.00     254         std::complex<double>* std::__uninitialized_copy_a<std::move_iterator<std::complex<double>*>, std::complex<double>*, std::complex<double> >(std::move_iterator<std::complex<double>*>, std::move_iterator<std::complex<double>*>, std::complex<double>*, std::allocator<std::complex<double> >&) [129]
                0.00    0.00     254/639         std::is_constant_evaluated() [99]
                0.00    0.00     254/254         std::complex<double>* std::uninitialized_copy<std::move_iterator<std::complex<double>*>, std::complex<double>*>(std::move_iterator<std::complex<double>*>, std::move_iterator<std::complex<double>*>, std::complex<double>*) [127]
-----------------------------------------------
                0.00    0.00     254/254         void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_range_insert<__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::forward_iterator_tag) [146]
[130]    0.0    0.00    0.00     254         std::complex<double>* std::__uninitialized_move_if_noexcept_a<std::complex<double>*, std::complex<double>*, std::allocator<std::complex<double> > >(std::complex<double>*, std::complex<double>*, std::complex<double>*, std::allocator<std::complex<double> >&) [130]
                0.00    0.00     508/508         std::move_iterator<std::complex<double>*> std::__make_move_if_noexcept_iterator<std::complex<double>, std::move_iterator<std::complex<double>*> >(std::complex<double>*) [107]
                0.00    0.00     254/254         std::complex<double>* std::__uninitialized_copy_a<std::move_iterator<std::complex<double>*>, std::complex<double>*, std::complex<double> >(std::move_iterator<std::complex<double>*>, std::move_iterator<std::complex<double>*>, std::complex<double>*, std::allocator<std::complex<double> >&) [129]
-----------------------------------------------
                0.00    0.00     254/254         std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_impl::_Vector_impl(std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_impl&&) [142]
[131]    0.0    0.00    0.00     254         std::remove_reference<std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_impl&>::type&& std::move<std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_impl&>(std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_impl&) [131]
-----------------------------------------------
                0.00    0.00     254/254         void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_range_initialize<__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >(__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::forward_iterator_tag) [123]
[132]    0.0    0.00    0.00     254         std::iterator_traits<__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >::difference_type std::distance<__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >(__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >) [132]
                0.00    0.00     254/508         std::iterator_traits<__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >(__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > const&) [106]
                0.00    0.00     254/254         std::iterator_traits<__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >::difference_type std::__distance<__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >(__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::random_access_iterator_tag) [125]
-----------------------------------------------
                0.00    0.00     254/254         std::vector<std::complex<double>, std::allocator<std::complex<double> > > mult_vector<std::complex<double> >(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&, std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&) [117]
[133]    0.0    0.00    0.00     254         __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > std::transform<__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::multiplies<std::complex<double> > >(__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::multiplies<std::complex<double> >) [133]
                0.00    0.00   14336/36864       __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >::operator*() const [16]
                0.00    0.00   14336/36864       __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >::operator++() [15]
                0.00    0.00    7422/23291       bool __gnu_cxx::operator==<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >(__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > const&, __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > const&) [18]
                0.00    0.00    7168/7168        std::multiplies<std::complex<double> >::operator()(std::complex<double> const&, std::complex<double> const&) const [39]
                0.00    0.00    7168/18944       __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >::operator*() const [20]
                0.00    0.00    7168/18944       __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >::operator++() [19]
-----------------------------------------------
                0.00    0.00     254/254         std::vector<std::complex<double>, std::allocator<std::complex<double> > > add_vector<std::complex<double> >(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&, std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&) [116]
[134]    0.0    0.00    0.00     254         __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > std::transform<__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::plus<std::complex<double> > >(__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::plus<std::complex<double> >) [134]
                0.00    0.00   14336/36864       __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >::operator*() const [16]
                0.00    0.00   14336/36864       __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >::operator++() [15]
                0.00    0.00    7422/23291       bool __gnu_cxx::operator==<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >(__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > const&, __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > const&) [18]
                0.00    0.00    7168/7168        std::plus<std::complex<double> >::operator()(std::complex<double> const&, std::complex<double> const&) const [40]
                0.00    0.00    7168/18944       __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >::operator*() const [20]
                0.00    0.00    7168/18944       __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >::operator++() [19]
-----------------------------------------------
                0.00    0.00     128/128         fft(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&) [196]
[135]    0.0    0.00    0.00     128         dft(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&) [135]
                0.00    0.00    8192/8192        std::complex<double> std::pow<double>(std::complex<double> const&, int) [29]
                0.00    0.00    8192/15360       std::vector<std::complex<double>, std::allocator<std::complex<double> > >::operator[](unsigned long) const [21]
                0.00    0.00    8192/15360       std::complex<double> std::operator*<double>(std::complex<double> const&, std::complex<double> const&) [24]
                0.00    0.00    8192/15360       std::complex<double>& std::complex<double>::operator+=<double>(std::complex<double> const&) [23]
                0.00    0.00    1024/15360       std::vector<std::complex<double>, std::allocator<std::complex<double> > >::operator[](unsigned long) [22]
                0.00    0.00     128/2670        std::vector<std::complex<double>, std::allocator<std::complex<double> > >::size() const [59]
                0.00    0.00     128/1272        std::allocator<std::complex<double> >::allocator() [86]
                0.00    0.00     128/3945        std::allocator<std::complex<double> >::~allocator() [46]
                0.00    0.00     128/1018        std::vector<std::complex<double>, std::allocator<std::complex<double> > >::vector(unsigned long, std::allocator<std::complex<double> > const&) [94]
                0.00    0.00     128/7296        std::complex<double> std::operator*<double>(double const&, std::complex<double> const&) [37]
                0.00    0.00     128/7296        std::complex<double> std::operator*<double>(std::complex<double> const&, double const&) [38]
                0.00    0.00     128/7296        std::complex<double> std::operator/<double>(std::complex<double> const&, double const&) [36]
                0.00    0.00     128/7296        std::complex<double> std::exp<double>(std::complex<double> const&) [35]
-----------------------------------------------
                0.00    0.00     127/127         fft(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&) [196]
[136]    0.0    0.00    0.00     127         std::vector<std::complex<double>, std::allocator<std::complex<double> > > get_odd<std::complex<double> >(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&) [136]
                0.00    0.00    3584/15360       std::vector<std::complex<double>, std::allocator<std::complex<double> > >::operator[](unsigned long) const [21]
                0.00    0.00    3584/15360       std::vector<std::complex<double>, std::allocator<std::complex<double> > >::operator[](unsigned long) [22]
                0.00    0.00     127/2670        std::vector<std::complex<double>, std::allocator<std::complex<double> > >::size() const [59]
                0.00    0.00     127/1272        std::allocator<std::complex<double> >::allocator() [86]
                0.00    0.00     127/1018        std::vector<std::complex<double>, std::allocator<std::complex<double> > >::vector(unsigned long, std::allocator<std::complex<double> > const&) [94]
                0.00    0.00     127/3945        std::allocator<std::complex<double> >::~allocator() [46]
-----------------------------------------------
                0.00    0.00     127/127         fft(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&) [196]
[137]    0.0    0.00    0.00     127         std::vector<std::complex<double>, std::allocator<std::complex<double> > > get_even<std::complex<double> >(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&) [137]
                0.00    0.00    3584/15360       std::vector<std::complex<double>, std::allocator<std::complex<double> > >::operator[](unsigned long) const [21]
                0.00    0.00    3584/15360       std::vector<std::complex<double>, std::allocator<std::complex<double> > >::operator[](unsigned long) [22]
                0.00    0.00     127/2670        std::vector<std::complex<double>, std::allocator<std::complex<double> > >::size() const [59]
                0.00    0.00     127/1272        std::allocator<std::complex<double> >::allocator() [86]
                0.00    0.00     127/3945        std::allocator<std::complex<double> >::~allocator() [46]
                0.00    0.00     127/1018        std::vector<std::complex<double>, std::allocator<std::complex<double> > >::vector(unsigned long, std::allocator<std::complex<double> > const&) [94]
-----------------------------------------------
                0.00    0.00     127/127         fft(std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&) [196]
[138]    0.0    0.00    0.00     127         __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >::__normal_iterator<std::complex<double>*, void>(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > const&) [138]
                0.00    0.00     127/10361       __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >::base() const [26]
-----------------------------------------------
                0.00    0.00     127/127         std::iterator_traits<__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >::difference_type std::__distance<__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::random_access_iterator_tag) [150]
[139]    0.0    0.00    0.00     127         __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >::difference_type __gnu_cxx::operator-<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > const&, __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > const&) [139]
                0.00    0.00     254/10361       __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >::base() const [26]
-----------------------------------------------
                0.00    0.00     127/127         void std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_range_insert<__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >(__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, std::forward_iterator_tag) [146]
[140]    0.0    0.00    0.00     127         std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_check_len(unsigned long, char const*) const [140]
                0.00    0.00     508/2670        std::vector<std::complex<double>, std::allocator<std::complex<double> > >::size() const [59]
                0.00    0.00     254/254         std::vector<std::complex<double>, std::allocator<std::complex<double> > >::max_size() const [120]
                0.00    0.00     127/127         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [154]
-----------------------------------------------
                0.00    0.00     127/127         __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > > std::vector<std::complex<double>, std::allocator<std::complex<double> > >::insert<__gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, void>(__gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >, __gnu_cxx::__normal_iterator<std::complex<double>*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >) [148]
[141]    0.0    0.00    0.00     127         std::vector<std::complex<double>, std::allocator<std::complex<double> > >::cbegin() const [141]
                0.00    0.00     127/2923        __gnu_cxx::__normal_iterator<std::complex<double> const*, std::vector<std::complex<double>, std::allocator<std::complex<double> > > >::__normal_iterator(std::complex<double> const* const&) [56]
-----------------------------------------------
                0.00    0.00     127/127         std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_base(std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >&&) [144]
[142]    0.0    0.00    0.00     127         std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_impl::_Vector_impl(std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_impl&&) [142]
                0.00    0.00     254/254         std::remove_reference<std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_impl&>::type&& std::move<std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_impl&>(std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_impl&) [131]
                0.00    0.00     127/2673        std::allocator<std::complex<double> >::allocator(std::allocator<std::complex<double> > const&) [57]
                0.00    0.00     127/127         std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_impl_data&&) [143]
-----------------------------------------------
                0.00    0.00     127/127         std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_impl::_Vector_impl(std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_impl&&) [142]
[143]    0.0    0.00    0.00     127         std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_impl_data&&) [143]
-----------------------------------------------
                0.00    0.00     127/127         std::vector<std::complex<double>, std::allocator<std::complex<double> > >::vector(std::vector<std::complex<double>, std::allocator<std::complex<double> > >&&) [149]
[144]    0.0    0.00    0.00     127         std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_base(std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >&&) [144]
                0.00    0.00     127/127         std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_impl::_Vector_impl(std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_impl&&) [142]
-----------------------------------------------
